# This is binarized data from 2 years worth of SP500 index values.
Index Day1 Day2 Day3 Day4 Day5
486 -1.000000 1.000000 -1.000000 0.000000 0.000000 
487 1.000000 -1.000000 0.000000 0.000000 0.000000 
488 -1.000000 0.000000 0.000000 0.000000 0.000000 
489 0.000000 0.000000 0.000000 0.000000 0.000000 
490 0.000000 0.000000 0.000000 0.000000 1.000000 
491 0.000000 0.000000 0.000000 1.000000 0.000000 
492 0.000000 0.000000 1.000000 0.000000 0.000000 
493 0.000000 1.000000 0.000000 0.000000 0.000000 
494 1.000000 0.000000 0.000000 0.000000 0.000000 
495 0.000000 0.000000 0.000000 0.000000 -1.000000 
